Date,Water Year,Survey Event,Season 2,Season 3,Bullfrogs,Bullfrog Time,Crayfish ,Regime,Species,Sex-stage,Length,Z.Spore.Equiv,Days.since.peak.Flow,Proceding.peak.flow,Daily.Flow,Drought.index,Water.temp,clutches,Bullfrog.distance
9/11/15,2015,30,dry,Summer,1,Established,1,Diversion,RABO,JUV,25,0.00,273,26.56,0.00,10.28,21,4,21.31
9/11/15,2015,30,dry,Summer,1,Established,1,Diversion,RABO,JUV,25,0.00,273,26.56,0.00,10.28,21,4,21.31
9/11/15,2015,30,dry,Summer,1,Established,1,Diversion,RABO,JUV,25,0.00,273,26.56,0.00,10.28,21,4,21.31
9/11/15,2015,30,dry,Summer,1,Established,1,Diversion,RABO,JUV,26,119.71,273,26.56,0.00,10.28,21,4,21.31
9/11/15,2015,30,dry,Summer,1,Established,1,Diversion,RABO,JUV,28,0.00,273,26.56,0.00,10.28,21,4,21.31
9/11/15,2015,30,dry,Summer,1,Established,1,Diversion,RABO,JUV,29,0.00,273,26.56,0.00,10.28,21,4,21.31
9/11/15,2015,30,dry,Summer,1,Established,1,Diversion,RABO,JUV,28,0.00,273,26.56,0.00,10.28,21,0,0
9/11/15,2015,30,dry,Summer,1,Recent,0,Diversion,RABO,JUV,24,0.00,273,26.56,0.00,10.28,19,0,13.09
9/11/15,2015,30,dry,Summer,1,Recent,0,Diversion,RABO,JUV,25,0.00,273,26.56,0.00,10.28,19.5,0,13.09
9/11/15,2015,30,dry,Summer,1,Established,1,Diversion,RABO,JUV,24,81.40,273,26.56,0.00,10.28,21,1,49.64
9/11/15,2015,30,dry,Summer,1,Established,1,Diversion,RABO,JUV,29,33.27,273,26.56,0.00,10.28,21,1,49.64
9/11/15,2015,30,dry,Summer,1,Established,1,Diversion,RABO,JUV,32,0.00,273,26.56,0.00,10.28,21,5,10.66
9/11/15,2015,30,dry,Summer,1,Recent,0,Diversion,RABO,JUV,28,1.80,273,26.56,0.00,10.28,19.5,0,83.12
9/11/15,2015,30,dry,Summer,1,Recent,0,Diversion,RABO,F,67,234.41,273,26.56,0.00,10.28,19.5,0,83.12
9/11/15,2015,30,dry,Summer,1,Recent,0,Diversion,RACA,F,86,3.45,273,26.56,0.00,10.28,19.5,0,0
9/11/15,2015,30,dry,Summer,1,Recent,0,Diversion,RABO,JUV,26,18.27,273,26.56,0.00,10.28,19.5,0,0
9/11/15,2015,30,dry,Summer,1,Recent,0,Diversion,RABO,JUV,27,0.79,273,26.56,0.00,10.28,19.5,0,0
9/11/15,2015,30,dry,Summer,1,Recent,0,Diversion,RABO,JUV,28,6.25,273,26.56,0.00,10.28,19.5,0,0
9/11/15,2015,30,dry,Summer,1,Recent,0,Diversion,HYRE,LARV,15,0.00,273,26.56,0.00,10.28,18.5,1,57.5
9/11/15,2015,30,dry,Summer,1,Recent,0,Diversion,RABO,JUV,32,3116.66,273,26.56,0.00,10.28,18.5,6,4.87
9/11/15,2015,30,dry,Summer,1,Established,1,Dam release + Diversion,RACA,JUV,44.9,1.44,273,43.04,0.00,6.34,19,0,0
9/11/15,2015,30,dry,Summer,1,Established,1,Dam release + Diversion,RABO,JUV,33,0.00,273,43.04,0.00,6.34,19,0,0
